MapNo	Lon	Lat	DeltaR	DeltaRErr	Reference	Locality
2118	-61.6765	12.1262	282	24	DiNapoli et al 2020	-
2119	-61.5589	16.2618	145	35	DiNapoli et al 2020	-
2120	-62.5815	17.1573	-310	27	DiNapoli et al 2020	-
2121	-64.8835	17.7153	64	32	DiNapoli et al 2020	off Fredericksted
2122	-62.7768	17.3534	-68	24	DiNapoli et al 2020	-
2123	-65.0917	18.6	-109	25	DiNapoli et al 2020	nr. Savana Island
2124	-61.1911	13.2502	34	29	DiNapoli et al 2020	-
2125	-60.6987	11.2507	-303	31	DiNapoli et al 2020	-
2126	-60.6987	11.2507	-496	26	DiNapoli et al 2020	-
2127	-61.2584	10.4455	-374	29	DiNapoli et al 2020	-
2128	-61.0438	10.4934	-122	23	DiNapoli et al 2020	Manzanilla
2129	-61.0438	10.4934	-276	34	DiNapoli et al 2020	Manzanilla
2130	-61.7155	10.6973	-150	24	DiNapoli et al 2020	Balata Bay
2131	-163.279	64.0123	257	20	Reuther et al, 2020	Cape Nome
2132	-170.3565	63.4503	226	20	Reuther et al, 2020	St. Lawrence Island area
2133	-155.9622	19.5621	-184	24	Guilderson et al, 2021	North Pacific
2134	-155.9634	19.5614	-171	22	Druffel, E R, 2001	Keauhou Bay, Big Island
2135	-87.9917	17.8319	-237	25	Greer et al 2020	Coral Gardens, Belize
2136	7.9135	53.7827	-95	30	Dirk Enters, et al 2021	Wangerooge
2137	7.9135	53.7827	-81	21	Dirk Enters, et al 2021	Wangerooge
2138	14.51	35.89	-199	24	Hunt et al, 2020	Valletta Harbour
2139	14.51	35.89	-12	24	Hunt et al, 2020	Valletta Harbour
2140	129.0362	35.0846	-93		Kim et al, 2021	Busan Bay of South Gyeongnam Province
2141	129.0362	35.0846	-70		Kim et al, 2021	Busan Bay of South Gyeongnam Province
2142	3.1	42.5	-279	27	Faivre et al 2019	Banyuls, France
2143	7.1	43.5	-184	22	Faivre et al 2019	Antibes, France
2144	10.3	43.6	-177	22	Faivre et al 2019	Livorno, Italy
2145	-2.4	46.7	-200	22	Faivre et al 2019	Ile d’Yeu, France
2146	10.3	43.6	-150	22	Faivre et al 2019	Probably Livorno, Italy
2147	10.3	43.6	-174	22	Faivre et al 2019	Probably Livorno, Italy
2148	14.5	44.5	-183	22	Faivre et al 2019	Mali Lošinj, Croatia
2149	14.5	44.5	-233	22	Faivre et al 2019	Mali Lošinj, Croatia
2150	8.9	44.4	-158	23	Faivre et al 2019	Genova, Italy
2151	14.3	40.8	-137	22	Faivre et al 2019	Napoli, Italy
2152	19.9	39.7	-220	21	Faivre et al 2019	Korfu, Greece
2153	-5.4664	56.4234	-191	36	Cage et al 2006	Northeast Atlantic
2154	-5.4664	56.4234	-161	34	Cage et al 2006	Northeast Atlantic
2155	-4.999	56.2451	-229	36	Cage et al 2006	Northeast Atlantic
2156	-5.3032	56.0632	-99	35	Cage et al 2006	Northeast Atlantic
2157	-4.8984	55.8885	-111	36	Cage et al 2006	Northeast Atlantic
2158	-5.4206	55.8816	-208	35	Cage et al 2006	Northeast Atlantic
2159	151.7458	-23.5325	-181	19	Wu et al 2021	Masthead Island
2160	142.2167	27.0667	-242	52	Saito-Kokubu et al 2019	Ogasawara Islands
2161	-37.07	-11.03	-92	29	Alves et al 2020	Aracaju SE
2162	-46.78	-24.19	-123	21	Alves et al 2020	Itanhaém
2163	-40.97	-21.98	165	43	Alves et al 2020	Cabo de Sao Thome RJ
2164	-43.46	-23.029	-107	43	Alves et al 2020	Recreio dos Bandeirantes RJ
2165	-43.19	-22.97	-121	42	Alves et al 2020	Praia de Copacabana RJ
2166	-34.86	-8.06	-160	32	Alves et al 2020	Pernambuco
2167	-46.34	-23.98	-72	37	Alves et al 2020	Santos SP
2168	-35.69	-9.67	-191	33	Alves et al 2020	Alagoas Maceio
2169	-41.01	-21.47	-239	30	Alves et al 2020	Itabapuana Campos RJ
2170	-41.69	-22.41	-161	29	Alves et al 2020	Santa Ana Island
2171	-35.69	-9.67	-48	32	Alves et al 2020	Masseio AL
2172	-34.86	-8.06	-134	30	Alves et al 2020	Pernambuco
2173	-37.1	-11.49	-184	25	Alves et al 2020	off Bahia c/coordinates
2174	-32.43	-3.84	-227	25	Alves et al 2020	Fernando de Noronha St Michael Rock
2175	-45.39	-23.82	-213	28	Alves et al 2020	São Sebastião
2176	-45.39	-23.82	-213	25	Alves et al 2020	São Sebastião
2177	-47.43	-24.75	-167	21	Alves et al 2020	Iguapé
2178	-44.2	-23.22	-191	25	Alves et al 2020	Ilha Grande
2179	-44.2	-23.22	-215	25	Alves et al 2020	Ilha Grande
2180	-44.2	-23.22	-228	25	Alves et al 2020	Ilha Grande
2181	-45.38	-23.82	-76	21	Alves et al 2020	Ilha de São Sebastião
2182	-48.3	-25.56	-176	23	Alves et al 2020	Ilha do Mel Saco do Miguel
2183	-45.29	-23.85	-142	24	Alves et al 2020	Baia dos Castelhanos
2184	-45.29	-23.85	-156	28	Alves et al 2020	Baia dos Castelhanos
2185	-45.29	-23.85	217	29	Alves et al 2020	Baia dos Castelhanos
2186	-45.38	-23.82	-153	21	Alves et al 2020	Ilha de São Sebastião
2187	-45.38	-23.82	-165	27	Alves et al 2020	Ilha de São Sebastião
2188	-37.07	-11.03	-104	25	Alves et al 2020	Atalara Velha - Aracaju SE
2189	-43.46	-23.029	-213	42	Alves et al 2020	Recreio dos Bandeirantes DF RJ
2190	-43.46	-23.029	-29	25	Alves et al 2020	Recreio dos Bandeirantes DF RJ
2191	-48.47	-27.69	-114	25	Alves et al 2020	Campeche SC
2192	-34.9	-8.13	-104	20	Alves et al 2020	Boa Viagem Recife PE
2193	-37.07	-11.03	327	29	Alves et al 2020	Aracaju SE
2194	-112.7428	25.2286	49	15	Treinen et al 2021	Baha California
2201	168.6989	4.5772	-101	28	Weisler, et al 2018	Ebon islet
2202	155.9167	-23.45	-192	26	Hua et al. 2015	Heron Reef
2203	153.3171	-27.5342	-170	20	Hua et al. 2015	Moreton Bay
2204	-130.693	54.198	276	68	Edge et al 2022	Hecate Strait
2205	-130.693	54.198	303	66	Edge et al 2022	Hecate Strait
2206	-130.693	54.198	273	67	Edge et al 2022	Hecate Strait
2207	-130.693	54.198	286	65	Edge et al 2022	Hecate Strait
2208	-130.693	54.198	259	68	Edge et al 2022	Hecate Strait
2209	-130.693	54.198	250	67	Edge et al 2022	Hecate Strait
2210	-130.693	54.198	236	69	Edge et al 2022	Hecate Strait
2211	-130.693	54.198	254	65	Edge et al 2022	Hecate Strait
2212	-130.693	54.198	243	66	Edge et al 2022	Hecate Strait
2213	-130.693	54.198	269	67	Edge et al 2022	Hecate Strait
2214	-130.693	54.198	241	66	Edge et al 2022	Hecate Strait
2215	-130.693	54.198	221	66	Edge et al 2022	Hecate Strait
2216	-130.693	54.198	253	64	Edge et al 2022	Hecate Strait
2217	-130.693	54.198	254	63	Edge et al 2022	Hecate Strait
2218	-130.693	54.198	226	64	Edge et al 2022	Hecate Strait
2219	115.5333	-20.4333	-47	20	Veth et al, 2017	Montebello Islands
2220	115.5333	-20.4333	-25	22	Veth et al, 2017	Montebello Islands
2221	115.5333	-20.4333	-87	24	Veth et al, 2017	Montebello Islands
2222	115.5333	-20.4333	230	20	Veth et al, 2017	Montebello Islands
2223	115.5333	-20.4333	-29	20	Veth et al, 2017	Montebello Islands
2224	122.1333	-16.9667	-115	20	Veth et al, 2017	Lacepede Islands
2225	114.25	-22.25	-62	20	Veth et al, 2017	Exmouth Gulf
2226	123.1833	-16.4167	-83	27	Veth et al, 2017	Sunday Island, King Sound
2227	115.5	-8.2333	-339	13	Guilderson, et al 2009	Padang Bai
2228	123.3336	-16.1163	-66	30	OConnor et al. 2010	Buccaneer Archipelago
2229	122.194	-17.662	266	36	OConnor et al. 2010	Barred Creek
2230	121.702	-18.652	-35	36	OConnor et al. 2010	Lagrange Bay
2231	136.5921	-13.9683	-24	181	Shulmeister & Head 1993	Groote Eylandt
2232	136.793	-12.1796	-114	90	Shulmeister & Head 1993	Yirrkala, near Nhulunbuy
2332	119.0667	-5.0333	-409	13	Fallon et al, 2008	Langkai, Makassar Straits
2333	167.9549	-29.0295	-219	20	Petchey et al 2008	Norfolk Island
2334	167.9549	-29.0295	-208	21	Petchey et al 2008	Norfolk Island
2335	167.9549	-29.0295	-203	14	Petchey et al 2008	Norfolk Island
2336	-177.9296	-29.2631	-184	19	Petchey et al 2008	Raoul Island
2337	-177.9296	-29.2631	-158	19	Petchey et al 2008	Raoul Island
2338	-177.9296	-29.2631	-198	20	Petchey et al 2008	Raoul Island
2339	-176.5602	-43.9502	-54	40	Petchey et al 2008	Waitangi Beach
2340	-176.5602	-43.9502	-34	28	Petchey et al 2008	Waitangi Beach
2341	-176.5602	-43.9502	96	40	Petchey et al 2008	Waitangi Beach
2342	-176.5602	-43.9502	81	14	Petchey et al 2008	Waitangi Beach
2343	-176.3614	-44.0264	-44	14	Petchey et al 2008	Owenga
2344	-176.3614	-44.0264	-79	14	Petchey et al 2008	Owenga
2345	146.5269	-8.8131	-109	30	Petchey et al 2013	Yule Island
2346	148.7042	-10.1812	-188	30	Petchey et al 2013	Abau Island
2347	144.0532	-9.9167	-234	30	Ulm et al, 2023	Mer (Murray Island), Torres Strait, QLD
2348	144.0532	-9.9167	-209	36	Ulm et al, 2023	Mer (Murray Island), Torres Strait, QLD
2349	144.0649	-9.9127	-139	30	Ulm et al, 2023	East Beach, Mer (Murray Island), Torres
2350	144.0532	-9.9167	-99	36	Ulm et al, 2023	Mer (Murray Island), Torres Strait, QLD
2351	142.5974	-10.738	-229	30	Ulm et al, 2023	Albany Passage, Cape York Peninsula, QLD
2352	141.9108	-10.6044	-180	30	Ulm et al, 2023	Booby Island (Ngiangu), Torres Strait, Q
2353	142.352	-10.7045	-195	30	Ulm et al, 2023	Endeavour Strait, Great Woody Island, To
2354	142.5974	-10.738	-164	41	Ulm et al, 2023	Albany Passage, Cape York Peninsula, QLD
2355	149.9225	-37.0853	-179	30	Ulm et al, 2023	Twofold Bay, NSW
2356	149.9225	-37.0853	-214	30	Ulm et al, 2023	Twofold Bay, NSW
2357	152.3149	-32.6171	-219	30	Ulm et al, 2023	Broughton Island, near Port Stephens, NS
2358	150.5917	-35.1917	-201	30	Ulm et al, 2023	Sussex Inlet mouth, Wreck Bay, NSW
2359	150.5917	-35.1917	-171	30	Ulm et al, 2023	Sussex Inlet mouth, Wreck Bay, NSW
2360	149.9667	-37.2667	-235	30	Ulm et al, 2023	Disaster Bay, NSW
2361	147.9833	-37.8833	-205	36	Ulm et al, 2023	Lakes Entrance, VIC
2362	150.9253	-34.4904	-157	30	Ulm et al, 2023	Bird Island Beach, Norah Head, off Wollo
2363	150.9253	-34.4904	-192	36	Ulm et al, 2023	Bird Island Beach, Norah Head, off Wollo
2364	149.9225	-37.0853	-175	36	Ulm et al, 2023	Twofold Bay, NSW
2365	142.5974	-10.738	-249	30	Ulm et al, 2023	Albany Passage, Cape York Peninsula, QLD
2366	141.9108	-10.6044	-280	30	Ulm et al, 2023	Booby Island (Ngiangu), Torres Strait, Q
2367	141.6667	-12.0833	-267	30	Ulm et al, 2023	Gulf of Carpentaria, 10 miles SW of Mapo
2368	141.8833	-11.9667	-257	36	Ulm et al, 2023	Gulf of Carpentaria, beaches around Mapo
2369	141.6667	-12.0833	-272	30	Ulm et al, 2023	Gulf of Carpentaria, 10 miles SW of Mapo
2370	141.6667	-12.0833	-257	30	Ulm et al, 2023	Gulf of Carpentaria, 10 miles SW of Mapo
2371	144.0532	-9.9167	-239	30	Ulm et al, 2023	Mer (Murray Island), Torres Strait, QLD
2372	144.0532	-9.9167	-254	25	Ulm et al, 2023	Mer (Murray Island), Torres Strait, QLD
2373	144.0532	-9.9167	-239	30	Ulm et al, 2023	Mer (Murray Island), Torres Strait, QLD
2374	139.5497	-16.392	-337	46	Ulm et al, 2023	White Cliffs & Melbidir Bay, Mornington
2375	139.1169	-16.8178	-317	30	Ulm et al, 2023	Forsyth Island, QLD
2376	139.1169	-16.8178	-157	36	Ulm et al, 2023	Forsyth Island, QLD
2377	139.1169	-16.8178	-212	36	Ulm et al, 2023	Forsyth Island, QLD
2378	139.1169	-16.8178	-197	41	Ulm et al, 2023	Forsyth Island, QLD
2379	139.1169	-16.8178	-47	36	Ulm et al, 2023	Forsyth Island, QLD
2380	142.151	-10.1074	-164	25	Ulm et al, 2023	Badu Island, Torres Straits, QLD
2381	115.7483	-32.0283	-119	22	Ulm et al, 2023	Leighton Beach, WA
2382	115.7506	-31.9958	-118	20	Ulm et al, 2023	Cottesloe, WA
2383	115.6954	-32.2324	-94	20	Ulm et al, 2023	Careening Bay, Garden Island, WA
2384	115.7506	-31.9958	-87	20	Ulm et al, 2023	Cottesloe, WA
2385	115.7517	-31.9896	-117	20	Ulm et al, 2023	North Cottesloe, WA
2386	150.1825	-35.7065	-170	20	Ulm et al, 2023	Clyde River, Bateman Bay, NSW
2387	150.1825	-35.7065	-137	20	Ulm et al, 2023	Clyde River, Bateman Bay, NSW
2388	151.7333	-24.0167	-230	20	Ulm et al, 2023	Pancake Creek, Bustard Head, QLD
2389	151.7333	-24.0167	-162	20	Ulm et al, 2023	Pancake Creek, Bustard Head, QLD
2390	121.8968	-33.8612	-94	20	Ulm et al, 2023	Esperance, WA
2391	114.0581	-25.9269	-32	20	Ulm et al, 2023	Shark Bay, WA
2392	114.0581	-25.9269	-83	20	Ulm et al, 2023	Shark Bay, WA
2393	115.73	-32.2739	-25	20	Ulm et al, 2023	Rockingham Beach, Rockingham, WA
2394	115.675	-32.2042	-96	20	Ulm et al, 2023	Garden Island, WA
2395	115.675	-32.2042	-76	20	Ulm et al, 2023	Garden Island, WA
2396	115.7483	-32.0283	-86	21	Ulm et al, 2023	Leighton Beach, WA
2397	122.9261	-16.3902	-166	20	Ulm et al, 2023	Cape Leveque, WA
2398	125.8667	-14.2667	-88	20	Ulm et al, 2023	Admiralty Gulf, Kimberley, WA
2399	115.675	-32.2042	-47	20	Ulm et al, 2023	Garden Island, WA
2400	114.0581	-25.9269	-92	23	Ulm et al, 2023	Shark Bay, WA
2401	115.114	-21.6356	-89	20	Ulm et al, 2023	Onslow, WA
2402	115.7483	-32.0283	-70	20	Ulm et al, 2023	Leighton Beach, WA
2403	121.702	-18.652	45	20	Ulm et al, 2023	Lagrange Bay, WA
2404	147.34	-42.9	-112	20	Ulm et al, 2023	Sandy Bay, Hobart, TAS
2405	147.34	-42.9	-110	20	Ulm et al, 2023	Sandy Bay, Hobart, TAS
2406	144.9879	-37.9274	-93	20	Ulm et al, 2023	Brighton Beach, VIC
2407	115.114	-21.6356	-86	20	Ulm et al, 2023	Onslow, WA
2408	122.236	-17.962	-66	20	Ulm et al, 2023	Broome, WA
2409	115.7517	-31.9896	-101	20	Ulm et al, 2023	North Cottesloe, WA
2410	122.2099	-18.0107	-513	20	Ulm et al, 2023	Entrance Point, Broome, WA
2411	135.1667	-11.7	-176	20	Ulm et al, 2023	Crocodile Island, Arnhem Land, NT
2412	140.8383	-17.4833	-204	20	Ulm et al, 2023	Karumba, Gulf of Carpentaria, QLD
2413	140.8383	-17.4833	-228	20	Ulm et al, 2023	Karumba, Gulf of Carpentaria, QLD
2414	141.8833	-11.9667	-173	20	Ulm et al, 2023	Gulf of Carpentaria, beaches around Mapo
2415	113.3487	-26.1667	-45	20	Ulm et al, 2023	Shark Bay, Useless Inlet, WA
2416	113.3487	-26.1667	-62	20	Ulm et al, 2023	Shark Bay, Useless Inlet, WA
2417	141.8833	-11.9667	-229	20	Ulm et al, 2023	Mapoon Mission Station, QLD
2418	141.8833	-11.9667	-270	20	Ulm et al, 2023	Mapoon Mission Station, QLD
2419	123.3336	-16.1163	-158	21	Ulm et al, 2023	Buccaneer Archipelago, WA
2420	123.3336	-16.1163	-133	22	Ulm et al, 2023	Buccaneer Archipelago, WA
2421	141.6667	-12.0833	-104	20	Ulm et al, 2023	Gulf of Carpentaria, 10 miles SW of Mapo
2422	140.8383	-17.4833	-221	22	Ulm et al, 2023	Karumba, Gulf of Carpentaria, QLD
2423	140.8383	-17.4833	-194	21	Ulm et al, 2023	Karumba, Gulf of Carpentaria, QLD
2424	136.5921	-13.9683	-173	21	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2425	136.5921	-13.9683	-174	21	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2426	126.2833	-14.05	-81	21	Ulm et al, 2023	Vansittart Bay, WA
2427	126.2833	-14.05	-88	21	Ulm et al, 2023	Vansittart Bay, WA
2428	118.5756	-20.3114	68	24	Ulm et al, 2023	Port Hedland, WA
2429	136.5921	-13.9683	-149	22	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2430	136.5921	-13.9683	-181	21	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2431	141.8833	-11.9667	-208	21	Ulm et al, 2023	Gulf of Carpentaria, beaches around Mapo
2432	141.8833	-11.9667	-167	21	Ulm et al, 2023	Gulf of Carpentaria, beaches around Mapo
2433	122.9261	-16.3902	-104	23	Ulm et al, 2023	Cape Leveque, WA
2434	122.9261	-16.3902	-79	22	Ulm et al, 2023	Cape Leveque, WA
2435	136.5921	-13.9683	-182	21	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2436	136.5921	-13.9683	-165	21	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2437	144.0532	-9.9167	-190	22	Ulm et al, 2023	Mer (Murray Island), Torres Strait, QLD
2438	144.0532	-9.9167	-195	15	Ulm et al, 2023	Mer (Murray Island), Torres Strait, QLD
2439	142.5974	-10.738	-223	20	Ulm et al, 2023	Albany Passage, Cape York Peninsula, QLD
2440	142.5974	-10.738	-202	23	Ulm et al, 2023	Albany Passage, Cape York Peninsula, QLD
2441	142.5974	-10.738	-202	20	Ulm et al, 2023	Albany Passage, Cape York Peninsula, QLD
2442	142.2167	-10.5833	-119	20	Ulm et al, 2023	Thursday Island (Wai-Ben), Torres Strait
2443	142.2167	-10.5833	-126	21	Ulm et al, 2023	Thursday Island (Wai-Ben), Torres Strait
2444	144.0532	-9.9167	-113	21	Ulm et al, 2023	Mer (Murray Island), Torres Strait, QLD
2445	144.0532	-9.9167	-166	20	Ulm et al, 2023	Mer (Murray Island), Torres Strait, QLD
2446	144.0532	-9.9167	-126	20	Ulm et al, 2023	Mer (Murray Island), Torres Strait, QLD
2447	142.352	-10.7045	-162	20	Ulm et al, 2023	Endeavour Strait, Great Woody Island, To
2448	142.5974	-10.738	-210	20	Ulm et al, 2023	Albany Passage, Cape York Peninsula, QLD
2449	130.8439	-12.4731	-146	20	Ulm et al, 2023	Darwin, near jetty, NT
2450	130.8439	-12.4731	-146	20	Ulm et al, 2023	Darwin, near jetty, NT
2451	150.7512	-23.1372	-349	22	Ulm et al, 2023	Ross Creek, Yeppoon, Keppel Bay, QLD
2452	150.7512	-23.1372	-309	27	Ulm et al, 2023	Ross Creek, Yeppoon, Keppel Bay, QLD
2453	145.4667	-14.6667	-178	25	Ulm et al, 2023	Lizard Island (Jiigurru), GBR, QLD
2454	145.4667	-14.6667	-258	21	Ulm et al, 2023	Lizard Island (Jiigurru), GBR, QLD
2455	150.7512	-23.1372	-300	20	Ulm et al, 2023	Ross Creek, Yeppoon, Keppel Bay, QLD
2456	150.7512	-23.1372	-303	21	Ulm et al, 2023	Ross Creek, Yeppoon, Keppel Bay, QLD
2457	150.7526	-23.1011	-383	20	Ulm et al, 2023	Barwell Creek inlet, near Yeppoon, Keppe
2458	150.7526	-23.1011	-363	21	Ulm et al, 2023	Barwell Creek inlet, near Yeppoon, Keppe
2459	149.1667	-21.0333	-294	20	Ulm et al, 2023	Eimeo, near Mackay, QLD
2460	149.1667	-21.0333	-285	20	Ulm et al, 2023	Eimeo, near Mackay, QLD
2461	153.4029	-27.5019	-363	20	Ulm et al, 2023	Minjerribah (Stradbroke Island), inner b
2462	153.4029	-27.5019	-351	22	Ulm et al, 2023	Minjerribah (Stradbroke Island), inner b
2463	145.0172	-14.79	-436	26	Ulm et al, 2023	Starcke River Mouth, QLD
2464	145.0172	-14.79	-434	20	Ulm et al, 2023	Starcke River Mouth, QLD
2465	145.2498	-15.4606	-208	20	Ulm et al, 2023	Cooktown, QLD
2466	145.2498	-15.4606	-243	21	Ulm et al, 2023	Cooktown, QLD
2467	151.95	-23.4333	-82	21	Ulm et al, 2023	Heron Island, Capricorn Group, GBR, QLD
2468	151.95	-23.4333	-193	20	Ulm et al, 2023	Heron Island, Capricorn Group, GBR, QLD
2469	149.0333	-20.45	-208	22	Ulm et al, 2023	Lindeman Island, Whitsunday Passage, GBR
2470	149.0333	-20.45	-188	22	Ulm et al, 2023	Lindeman Island, Whitsunday Passage, GBR
2471	148.8891	-20.0504	-194	20	Ulm et al, 2023	Hayman Island, Whitsunday Islands, GBR,
2472	148.8891	-20.0504	-201	20	Ulm et al, 2023	Hayman Island, Whitsunday Islands, GBR,
2473	115.7517	-31.9896	-110	24	Ulm et al, 2023	North Cottesloe, WA
2474	115.114	-21.6356	-110	20	Ulm et al, 2023	Onslow, WA
2475	144.9879	-37.9274	-91	15	Ulm et al, 2023	Brighton Beach, VIC
2476	115.7517	-31.9896	-105	21	Ulm et al, 2023	North Cottesloe, WA
2477	148.2484	-20.0177	-207	20	Ulm et al, 2023	Bowen, QLD
2478	148.2484	-20.0177	-174	21	Ulm et al, 2023	Bowen, QLD
2479	149.2723	-20.8082	-175	20	Ulm et al, 2023	Brampton Island, GBR, QLD
2480	149.2723	-20.8082	-185	20	Ulm et al, 2023	Brampton Island, GBR, QLD
2481	145.7752	-16.9171	-195	21	Ulm et al, 2023	Cairns, QLD
2482	148.8667	-20.3833	-172	21	Ulm et al, 2023	Clearview Beach, Long Island, Whitsunday
2483	148.8667	-20.3833	-174	21	Ulm et al, 2023	Clearview Beach, Long Island, Whitsunday
2484	148.3538	-20.0497	-190	20	Ulm et al, 2023	Edgecumbe Bay, near Bowen, QLD
2485	148.3538	-20.0497	-189	20	Ulm et al, 2023	Edgecumbe Bay, near Bowen, QLD
2486	145.9728	-16.7597	-154	21	Ulm et al, 2023	Green Island, QLD
2487	145.9728	-16.7597	-175	20	Ulm et al, 2023	Green Island, QLD
2488	148.8891	-20.0504	-158	20	Ulm et al, 2023	Hayman Island, Whitsunday Islands, GBR,
2489	148.8891	-20.0504	-171	20	Ulm et al, 2023	Hayman Island, Whitsunday Islands, GBR,
2490	151.95	-23.4333	-203	21	Ulm et al, 2023	Heron Island, Capricorn Group, GBR, QLD
2491	151.95	-23.4333	-179	20	Ulm et al, 2023	Heron Island, Capricorn Group, GBR, QLD
2492	149.0333	-20.45	-230	20	Ulm et al, 2023	Lindeman Island, Whitsunday Passage, GBR
2493	149.0333	-20.45	-207	26	Ulm et al, 2023	Lindeman Island, Whitsunday Passage, GBR
2494	149.0333	-20.45	-224	20	Ulm et al, 2023	Lindeman Island, Whitsunday Passage, GBR
2495	149.0333	-20.45	-204	20	Ulm et al, 2023	Lindeman Island, Whitsunday Passage, GBR
2496	149.0333	-20.45	-225	21	Ulm et al, 2023	Lindeman Island, Whitsunday Passage, GBR
2497	149.0333	-20.45	-148	20	Ulm et al, 2023	Lindeman Island, Whitsunday Passage, GBR
2498	145.5667	-16.3833	-180	21	Ulm et al, 2023	Low Isles, GBR, near Port Douglas, QLD
2499	145.5667	-16.3833	-165	19	Ulm et al, 2023	Low Isles, GBR, near Port Douglas, QLD
2500	145.9736	-16.6065	-146	20	Ulm et al, 2023	Michaelmas Cay, GBR, QLD
2501	145.9736	-16.6065	-178	20	Ulm et al, 2023	Michaelmas Cay, GBR, QLD
2502	150.8932	-23.0744	-176	20	Ulm et al, 2023	North Keppel Island (Ko-No-Mie), QLD
2503	150.8932	-23.0744	-189	20	Ulm et al, 2023	North Keppel Island (Ko-No-Mie), QLD
2504	151.7071	-23.2964	-141	20	Ulm et al, 2023	North West Island, Capricorn Group, GBR,
2505	151.7071	-23.2964	-154	20	Ulm et al, 2023	North West Island, Capricorn Group, GBR,
2506	145.2833	-15.5333	-200	20	Ulm et al, 2023	Off Annan River mouth, QLD
2507	145.2833	-15.5333	-186	23	Ulm et al, 2023	Off Annan River mouth, QLD
2508	146.604	-18.7322	-155	20	Ulm et al, 2023	Palm Island, QLD
2509	146.604	-18.7322	-155	20	Ulm et al, 2023	Palm Island, QLD
2510	148.9672	-20.8993	-217	20	Ulm et al, 2023	Seaforth, N of Mackay, QLD
2511	148.9672	-20.8993	-212	20	Ulm et al, 2023	Seaforth, N of Mackay, QLD
2512	146.8167	-19.2667	-209	20	Ulm et al, 2023	Townsville, QLD
2513	146.8167	-19.2667	-201	20	Ulm et al, 2023	Townsville, QLD
2514	145.75	-16.6667	-145	20	Ulm et al, 2023	Trinity Bay, Cairns, QLD
2515	145.75	-16.6667	-1	20	Ulm et al, 2023	Trinity Bay, Cairns, QLD
2516	148.0761	-37.8633	-140	22	Ulm et al, 2023	Lake Tyers Ocean Beach, VIC
2517	148.0761	-37.8633	-113	20	Ulm et al, 2023	Lake Tyers Ocean Beach, VIC
2518	136.5921	-13.9683	-197	20	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2519	136.5921	-13.9683	-207	20	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2520	153.1259	-26.8059	-23	20	Ulm et al, 2023	Caloundra, QLD
2521	153.1259	-26.8059	-197	20	Ulm et al, 2023	Caloundra, QLD
2522	137.9064	-34.6157	-132	20	Ulm et al, 2023	Black Point, Gulf St Vincent, SA
2523	137.9064	-34.6157	-124	20	Ulm et al, 2023	Black Point, Gulf St Vincent, SA
2524	138.4855	-34.776	-154	20	Ulm et al, 2023	Outer Harbor, Gulf St Vincent, SA
2525	138.4855	-34.776	-36	20	Ulm et al, 2023	Outer Harbor, Gulf St Vincent, SA
2526	136.5921	-13.9683	-186	20	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2527	136.5921	-13.9683	-160	20	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2528	136.5921	-13.9683	-165	22	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2529	136.5921	-13.9683	-174	20	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2530	137.1796	-34.9074	-165	20	Ulm et al, 2023	Levens, Yorke Peninsula, SA
2531	137.1796	-34.9074	-134	20	Ulm et al, 2023	Levens, Yorke Peninsula, SA
2532	136.5921	-13.9683	-204	20	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2533	136.5921	-13.9683	-208	20	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2534	132.9843	-32.0947	-544	20	Ulm et al, 2023	Point Sinclair, SA
2535	132.9843	-32.0947	-392	20	Ulm et al, 2023	Point Sinclair, SA
2536	132.9843	-32.0947	-188	20	Ulm et al, 2023	Point Sinclair, SA
2537	135.7342	-14.8742	-254	20	Ulm et al, 2023	Maria Island, Gulf of Carpentaria, NT
2538	135.7342	-14.8742	-275	20	Ulm et al, 2023	Maria Island, Gulf of Carpentaria, NT
2539	138.512	-34.8145	17	20	Ulm et al, 2023	Snowden Beach, Port River, SA
2540	138.512	-34.8145	-30	20	Ulm et al, 2023	Snowden Beach, Port River, SA
2541	135.7342	-14.8742	-248	20	Ulm et al, 2023	Maria Island, Gulf of Carpentaria, NT
2542	136.5921	-13.9683	-103	20	Ulm et al, 2023	Groote Eylandt, Gulf of Carpentaria, NT
2543	149.916	-36.897	-126	21	Ulm et al, 2023	Merimbula, NSW
2544	149.916	-36.897	-126	20	Ulm et al, 2023	Merimbula, NSW
